Office_Code,Office_Name,Location,Manager,Total_Revenue
0453,Sucursal 0453,Santa Cruz de Tenerife,Ramiro Olivé,14958.93
0454,Sucursal 0454,Madrid,Asunción Sanabria,4194.56
0455,Sucursal 0455,Alicante,Joan Galiano,3586.18
0456,Sucursal 0456,Zamora,Basilio Balaguer,25193.739999999998
0457,Sucursal 0457,Pontevedra,Consuela Bertrán,28261.88
0458,Sucursal 0458,Sevilla,Flora Pinilla,14335.24
0459,Sucursal 0459,Ourense,Luna Vallés,16555.760000000002
0460,Sucursal 0460,León,Filomena Gascón,32713.510000000002
0461,Sucursal 0461,Tarragona,Segismundo Páez,14370.32
0462,Sucursal 0462,Lleida,Ana Carpio,14100.94
0463,Sucursal 0463,Málaga,Azeneth Vigil,2009.74
0464,Sucursal 0464,Madrid,Gilberto Franch,7721.05
0465,Sucursal 0465,Asturias,Nélida Requena,9275.89
0466,Sucursal 0466,Albacete,Teobaldo Palau,22266.739999999998
0467,Sucursal 0467,Cantabria,Macario Parra,13974.04
0468,Sucursal 0468,Castellón,Francisco Javier Cervantes,15798.220000000001
0469,Sucursal 0469,Ávila,Mirta Rosa,20942.08
0470,Sucursal 0470,Barcelona,Teófilo Cabello,42328.17
0471,Sucursal 0471,Valencia,María Luisa Lledó,7532.2699999999995
0472,Sucursal 0472,Ciudad,Chema Ortuño,9974.689999999999
0473,Sucursal 0473,Vizcaya,Leocadio Mateu,6105.33
0474,Sucursal 0474,Ourense,Felipa Álamo,22700.16
0475,Sucursal 0475,Girona,María Ángeles Ros,25571.91
0476,Sucursal 0476,Girona,Roberto Muñoz,15033.19
0477,Sucursal 0477,Asturias,Rufina Salcedo,14902.560000000001
0478,Sucursal 0478,Alicante,Ciriaco Real,14473.57
0479,Sucursal 0479,Burgos,Paz Luís,25005.35
0480,Sucursal 0480,Tarragona,Lidia Sanchez,11075.4
0481,Sucursal 0481,Almería,Bienvenida Anglada,12713.14
0482,Sucursal 0482,Madrid,Dominga Bernad,3013.7
0483,Sucursal 0483,Sevilla,Nayara Cervantes,20213.85
0484,Sucursal 0484,La Rioja,Florentino Amor,25228.379999999997
0485,Sucursal 0485,Zamora,Marina Ponce,14250.81
0486,Sucursal 0486,Melilla,Francisco Javier Puga,5831.49
0487,Sucursal 0487,Navarra,Omar Jaume,18547.11
0488,Sucursal 0488,Santa Cruz de Tenerife,Encarna Vélez,11770.84
0489,Sucursal 0489,Asturias,Emiliano Aguirre,27228.3
0491,Sucursal 0491,Zamora,Cecilio Alfaro,1117.22
0492,Sucursal 0492,Álava,Dominga Taboada,20108.96
0493,Sucursal 0493,Lleida,Bautista Carrasco,34671.27
0494,Sucursal 0494,Jaén,Ámbar Montes,31638.46
0495,Sucursal 0495,Cáceres,Josep Rivera,8340.98
0496,Sucursal 0496,Segovia,Ismael Izaguirre,14991.51
0497,Sucursal 0497,Huesca,Rafaela Alba,18680.68
0498,Sucursal 0498,Asturias,Aureliano Martin,26604.09
0499,Sucursal 0499,Huelva,Petrona Sandoval,7974.860000000001
0500,Sucursal 0500,Teruel,Paloma Chaves,13685.44
0501,Sucursal 0501,Álava,Rebeca Cuesta,16006.68
0502,Sucursal 0502,Lleida,Anabel Comas,19621.64
0503,Sucursal 0503,Málaga,Severino Bueno,5204.78
0504,Sucursal 0504,Cádiz,Raúl Beltrán,16513.010000000002
0505,Sucursal 0505,Ourense,Bienvenida Martín,7640.04
0506,Sucursal 0506,Baleares,Graciana Bermudez,13028.71
0507,Sucursal 0507,Ávila,Victoriano Ibáñez,11372.17
0508,Sucursal 0508,Zaragoza,Toño Reina,21106.17
0509,Sucursal 0509,Pontevedra,Edgardo Santana,3507.98
0510,Sucursal 0510,Girona,Teodosio Daza,23353.75
0512,Sucursal 0512,Segovia,Cebrián Roca,7703.31
0513,Sucursal 0513,La Rioja,Eusebia Franco,927.36
0514,Sucursal 0514,Guipúzcoa,Josefina Francisco,30388.59
0515,Sucursal 0515,Granada,Edmundo Tovar,8214.84
0516,Sucursal 0516,Badajoz,Lina Ramirez,16459.1
0517,Sucursal 0517,Las Palmas,Telmo Coloma,21531.35
0518,Sucursal 0518,Tarragona,África Garriga,41077.29
0519,Sucursal 0519,Cantabria,Bautista Menendez,18614.22
0520,Sucursal 0520,Jaén,Maite Moraleda,26448.66
0521,Sucursal 0521,Soria,Victorino Morcillo,9595.98
0522,Sucursal 0522,Ávila,Ariadna Perez,7957.9
0523,Sucursal 0523,Santa Cruz de Tenerife,Ofelia Madrigal,33425.1
0524,Sucursal 0524,Segovia,Ulises Vicente,18693.61
0525,Sucursal 0525,León,Roberto Cal,8069.219999999999
0526,Sucursal 0526,Castellón,Agustín Roldan,21475.97
0527,Sucursal 0527,Lugo,Fidela Alcalde,16474.16
0528,Sucursal 0528,Cuenca,Martirio Borrell,9973.72
0529,Sucursal 0529,Zamora,Albano Plana,19918.6
0530,Sucursal 0530,Huesca,Juan Antonio Cantero,21597.46
0531,Sucursal 0531,Melilla,Edelmira Alemany,28227.58
0532,Sucursal 0532,Sevilla,Gregorio Aznar,16658.15
0533,Sucursal 0533,Girona,Heriberto Trujillo,11275.99
0534,Sucursal 0534,La Rioja,Jordi Cáceres,12272.98
0535,Sucursal 0535,Murcia,Lino Ramírez,3326.02
0536,Sucursal 0536,Ciudad,Marita Quirós,22480.03
0537,Sucursal 0537,Valladolid,Vicente Arellano,22419.75
0538,Sucursal 0538,Castellón,Íngrid Querol,14963.64
0539,Sucursal 0539,Ourense,Manuel Barreda,14620.369999999999
0540,Sucursal 0540,Murcia,Gala Solsona,8182.24
0541,Sucursal 0541,Almería,Angelino Cano,18585.16
0542,Sucursal 0542,León,Angelino Segura,12467.08
0543,Sucursal 0543,La Rioja,Leonor Sureda,6837.85
0544,Sucursal 0544,Albacete,Esther Cerdá,40609.7
0545,Sucursal 0545,Teruel,Xiomara Cortes,35872.37
0547,Sucursal 0547,Alicante,Concepción Belda,1653.6
0548,Sucursal 0548,Valencia,Rosalinda Espinosa,17129.17
0549,Sucursal 0549,Ourense,Esther Vigil,15915.15
0550,Sucursal 0550,Salamanca,Lupita Amaya,9751.94
0551,Sucursal 0551,Huesca,Leocadia Gámez,47274.16
0552,Sucursal 0552,Castellón,Jesús Solana,29573.11
0553,Sucursal 0553,Toledo,Regina Moliner,6549.82
0554,Sucursal 0554,Tarragona,Pilar Pizarro,16337.77
0555,Sucursal 0555,Melilla,Carmina Guzman,18790.53
0556,Sucursal 0556,Soria,Pastora Rivas,6385.63
0557,Sucursal 0557,Ourense,Consuelo Pacheco,7788.77
0558,Sucursal 0558,Salamanca,Rodrigo Cabezas,9689.94
0559,Sucursal 0559,Lleida,Virgilio Puga,4801.2
0560,Sucursal 0560,Soria,Carmina Morán,9809.31
0561,Sucursal 0561,Navarra,Emilia Bello,9085.4
0562,Sucursal 0562,Albacete,Santiago Iriarte,7954.64
0563,Sucursal 0563,Huelva,Almudena Pagès,34384.96
0564,Sucursal 0564,Zamora,Adelia Saura,23144.66
0565,Sucursal 0565,Salamanca,Marisela Codina,21697.8
0566,Sucursal 0566,Navarra,Raúl Bermejo,22270.3
0567,Sucursal 0567,Cádiz,Humberto Prado,23648.53
0568,Sucursal 0568,Ceuta,Marina Gaya,1005.42
0570,Sucursal 0570,Huesca,Rocío Salvador,15960.23
0571,Sucursal 0571,Tarragona,Dorotea Parra,10884.66
0572,Sucursal 0572,La Rioja,Marcia Alvarez,4855.46
0573,Sucursal 0573,Jaén,Leocadia Alba,9728.97
0574,Sucursal 0574,Pontevedra,Manolo Mateo,11516.68
0575,Sucursal 0575,Toledo,Almudena Uría,9001.99
0576,Sucursal 0576,Teruel,Remigio Capdevila,7224.6
0577,Sucursal 0577,Álava,Dan Quintanilla,11619.689999999999
0578,Sucursal 0578,Guipúzcoa,Eugenia Alcalá,13549.21
0579,Sucursal 0579,Valladolid,Javi Artigas,10234.43
0580,Sucursal 0580,Lleida,Goyo Bauzà,15396.0
0581,Sucursal 0581,Toledo,Lidia Barbero,11847.36
0582,Sucursal 0582,Cantabria,Gerónimo Pozuelo,11189.73
0584,Sucursal 0584,Alicante,Raimundo Criado,22623.47
0585,Sucursal 0585,Zaragoza,Amílcar Sarabia,29336.190000000002
0586,Sucursal 0586,Ciudad,Baldomero Guzmán,16296.529999999999
0587,Sucursal 0587,Girona,Jerónimo Escamilla,12149.9
0588,Sucursal 0588,Alicante,María Manuela Cases,9142.6
0589,Sucursal 0589,Ceuta,Delfina Sanjuan,3489.4
0590,Sucursal 0590,Cantabria,Cirino Goicoechea,4530.65
0591,Sucursal 0591,Alicante,Valero Amo,15374.98
0592,Sucursal 0592,Guipúzcoa,Buenaventura Samper,14442.52
0593,Sucursal 0593,Cáceres,Bárbara Bermejo,13548.66
0594,Sucursal 0594,Alicante,Fabián Prats,6631.93
0595,Sucursal 0595,Jaén,Mar Rosa,18148.25
0596,Sucursal 0596,Albacete,Noelia Salgado,11093.0
0597,Sucursal 0597,Barcelona,Natividad Otero,23755.71
0598,Sucursal 0598,Zamora,Soraya Gimeno,7052.09
0599,Sucursal 0599,Alicante,Nicanor Saavedra,6066.77
0600,Sucursal 0600,Melilla,Gonzalo Pallarès,16233.01
0601,Sucursal 0601,León,Carolina Carrera,7860.87
0602,Sucursal 0602,Sevilla,Fortunato Murillo,6330.32
0603,Sucursal 0603,Guadalajara,Gustavo Aranda,5599.41
0604,Sucursal 0604,Barcelona,Aurora Prado,6830.36
0605,Sucursal 0605,Pontevedra,Severiano Fuente,7395.71
0606,Sucursal 0606,Girona,Gracia Cabello,24978.57
0607,Sucursal 0607,Zaragoza,Alexandra Romeu,13461.7
0609,Sucursal 0609,Zamora,María Pilar Porta,15277.7
0610,Sucursal 0610,Jaén,Paulina Vergara,14623.439999999999
0611,Sucursal 0611,Badajoz,Máximo Barco,16577.190000000002
0612,Sucursal 0612,Badajoz,Domingo Armas,9015.81
0613,Sucursal 0613,Cuenca,Toribio Riquelme,10479.33
0614,Sucursal 0614,Vizcaya,Loreto Gras,31034.239999999998
0615,Sucursal 0615,Burgos,Corona Canales,18211.26
0617,Sucursal 0617,Guipúzcoa,Benito Montalbán,16783.1
0618,Sucursal 0618,Guadalajara,Pelayo Almeida,5456.16
0619,Sucursal 0619,Guipúzcoa,Leire Camps,10361.95
0620,Sucursal 0620,Tarragona,Elodia Gálvez,16482.06
0621,Sucursal 0621,Ávila,Milagros Coll,21354.11
0622,Sucursal 0622,La Rioja,Rosa María Gomez,20062.800000000003
0623,Sucursal 0623,La Coruña,Teodosio Manrique,22589.09
0624,Sucursal 0624,Ourense,Ángeles Gisbert,13063.05
0625,Sucursal 0625,Alicante,Toño Ripoll,7064.02
0626,Sucursal 0626,Santa Cruz de Tenerife,Poncio Isern,19129.94
0627,Sucursal 0627,Murcia,Dionisia Gárate,17365.920000000002
0628,Sucursal 0628,Girona,Consuelo Chaparro,19958.0
0629,Sucursal 0629,Badajoz,Ágata Roma,19570.62
0630,Sucursal 0630,Albacete,Chita Merino,28183.02
0631,Sucursal 0631,Ceuta,Alberto Cueto,21492.25
0633,Sucursal 0633,Alicante,Mercedes Ramírez,33318.71
0634,Sucursal 0634,Lleida,Alejandra Pino,16820.41
0635,Sucursal 0635,Ávila,Vinicio Galiano,22373.32
0636,Sucursal 0636,Ciudad,Mar Pujol,2125.05
0637,Sucursal 0637,Burgos,Angélica Pavón,34506.67
0638,Sucursal 0638,Almería,Vicenta Esteve,28878.16
0639,Sucursal 0639,Huelva,Anselma Malo,7682.95
0640,Sucursal 0640,Castellón,Rafaela Arnaiz,16407.010000000002
0641,Sucursal 0641,La Coruña,José María Ariza,20042.760000000002
0642,Sucursal 0642,Castellón,Ciriaco Feliu,22578.69
0643,Sucursal 0643,Almería,Ricardo Figueroa,12580.52
0644,Sucursal 0644,La Coruña,Marc Prat,1640.94
0645,Sucursal 0645,Ceuta,Aitor González,26900.73
0646,Sucursal 0646,Soria,Fanny Salamanca,3847.23
0647,Sucursal 0647,Almería,Nereida Martí,18769.920000000002
0648,Sucursal 0648,Las Palmas,Flor Haro,16898.76
0649,Sucursal 0649,Burgos,Quirino Ojeda,15034.7
0650,Sucursal 0650,Barcelona,Faustino Hernandez,11003.529999999999
0651,Sucursal 0651,Vizcaya,Graciano Corral,13415.07
0652,Sucursal 0652,Ourense,Clara Ramos,7292.18
0653,Sucursal 0653,Zaragoza,Jose Carlos Donoso,24295.61
0654,Sucursal 0654,Sevilla,Azahar Velasco,11923.11
0655,Sucursal 0655,Las Palmas,Damián Ramírez,9138.22
0656,Sucursal 0656,Lugo,Asdrubal Vélez,15678.1
0657,Sucursal 0657,Alicante,Tomasa Rueda,24209.870000000003
0658,Sucursal 0658,Salamanca,Nélida Padilla,13109.36
0659,Sucursal 0659,Ciudad,Iris Miró,8585.02
0660,Sucursal 0660,La Rioja,Ramiro Juliá,7460.16
0661,Sucursal 0661,Cádiz,Diego Robles,10288.52
0662,Sucursal 0662,Lugo,Fabiana Vizcaíno,5261.3
0663,Sucursal 0663,Teruel,Gabino Vilar,22192.84
0664,Sucursal 0664,Palencia,Nicolasa Arco,3989.26
0665,Sucursal 0665,Lleida,Édgar Tamayo,19323.95
0666,Sucursal 0666,Badajoz,Édgar Salcedo,15101.14
0667,Sucursal 0667,Cuenca,Curro Pol,9676.79
0668,Sucursal 0668,Cantabria,Demetrio Sanjuan,11513.92
0669,Sucursal 0669,Castellón,Javier Perera,29350.3
0670,Sucursal 0670,Almería,Espiridión Verdú,31769.56
0671,Sucursal 0671,Lleida,Enrique Pelayo,29591.21
0672,Sucursal 0672,Guadalajara,Fausto Ramírez,26349.79
0673,Sucursal 0673,Albacete,Febe Recio,20904.33
0674,Sucursal 0674,Cuenca,Estefanía España,3023.6
0675,Sucursal 0675,Cáceres,Adolfo Navas,4072.8199999999997
0676,Sucursal 0676,Sevilla,Nando Villalba,26001.949999999997
0677,Sucursal 0677,Ceuta,Georgina Arellano,2102.56
0678,Sucursal 0678,Castellón,Susanita Chaparro,31835.57
0679,Sucursal 0679,Ourense,Josefa Sanmartín,18702.38
0680,Sucursal 0680,Guipúzcoa,Virginia Gascón,14297.05
0681,Sucursal 0681,Tarragona,África Bello,9614.53
0682,Sucursal 0682,Guipúzcoa,Valero Cal,13784.29
0683,Sucursal 0683,Teruel,Joel Cerro,18677.08
0684,Sucursal 0684,Lleida,María Torrecilla,1843.37
0685,Sucursal 0685,Baleares,Melisa Carbajo,42321.54
0686,Sucursal 0686,Soria,Pacífica Estévez,11621.11
0687,Sucursal 0687,Cádiz,Paz Puig,20031.23
0688,Sucursal 0688,Jaén,Agustín Soler,17921.670000000002
0689,Sucursal 0689,Pontevedra,Rafaela Pedro,5701.610000000001
0690,Sucursal 0690,Salamanca,Régulo Peñalver,7671.15
0691,Sucursal 0691,Ciudad,Asunción Bautista,12369.95
0692,Sucursal 0692,Ávila,Marciano Mateo,21689.01
0693,Sucursal 0693,Tarragona,Eloísa Acevedo,24796.52
0694,Sucursal 0694,Vizcaya,Gabriel Toledo,9756.699999999999
0695,Sucursal 0695,Soria,Azeneth Río,7645.73
0696,Sucursal 0696,Toledo,Ildefonso Río,9044.47
0697,Sucursal 0697,Castellón,Lucas Arregui,13029.79
0698,Sucursal 0698,Segovia,Anna Llabrés,33174.79
0699,Sucursal 0699,Valencia,Narciso Antúnez,10410.890000000001
0700,Sucursal 0700,Huelva,Nayara Azcona,34546.04
0701,Sucursal 0701,Navarra,Celestina Perera,21233.760000000002
0702,Sucursal 0702,Santa Cruz de Tenerife,Albert Marí,12433.21
0703,Sucursal 0703,Granada,Juanito Figueroa,18983.25
0704,Sucursal 0704,Ávila,Candela Rivera,13228.86
0705,Sucursal 0705,Pontevedra,Jenny Alvarez,4620.04
0706,Sucursal 0706,Guadalajara,Guadalupe Acosta,4637.43
0707,Sucursal 0707,Lleida,Alonso Domingo,4367.3
0708,Sucursal 0708,Las Palmas,Guadalupe Hidalgo,17409.43
0709,Sucursal 0709,Palencia,Cornelio Amor,37255.96
0710,Sucursal 0710,Madrid,Josefa Ayllón,19277.0
0711,Sucursal 0711,León,Pepita Cuesta,11985.599999999999
0712,Sucursal 0712,León,Américo Villalonga,32107.05
0713,Sucursal 0713,Valencia,León Tolosa,9215.17
0714,Sucursal 0714,Córdoba,Pancho Mayoral,39618.53
0715,Sucursal 0715,Zamora,Amparo Sotelo,27702.13
0716,Sucursal 0716,Huelva,Chuy Almagro,3046.4700000000003
0717,Sucursal 0717,Jaén,María Cristina Goñi,18066.47
0718,Sucursal 0718,Córdoba,Dionisio Salgado,20052.17
0719,Sucursal 0719,Málaga,Vera Vigil,29025.46
0720,Sucursal 0720,Ciudad,Jose Angel Palomar,5459.21
0721,Sucursal 0721,Alicante,Chus Pavón,21745.72
0722,Sucursal 0722,La Rioja,Venceslás Colom,4027.36
0723,Sucursal 0723,Badajoz,Delfina Ballester,3966.2
0725,Sucursal 0725,Zaragoza,Ana Clemente,10234.880000000001
0726,Sucursal 0726,Toledo,Dora Escobar,7734.08
0727,Sucursal 0727,Ciudad,Arturo Porras,19544.72
0728,Sucursal 0728,Ourense,Macarena Bernat,15810.26
0729,Sucursal 0729,Asturias,Borja Mancebo,20989.2
0730,Sucursal 0730,Cáceres,Natanael Pou,18598.239999999998
0731,Sucursal 0731,Asturias,Nieves Ayala,1277.58
0732,Sucursal 0732,Cuenca,Dulce Villalobos,20782.01
0734,Sucursal 0734,Vizcaya,Luís Osuna,4014.23
0735,Sucursal 0735,Zaragoza,Cayetano Palmer,5496.72
0736,Sucursal 0736,Barcelona,Luis Miguel Santana,6421.07
0737,Sucursal 0737,Melilla,Mónica Echevarría,27962.56
0738,Sucursal 0738,Huesca,Socorro Baquero,1074.66
0739,Sucursal 0739,Huelva,Etelvina Costa,9984.119999999999
0740,Sucursal 0740,Soria,Raimundo León,18623.690000000002
0741,Sucursal 0741,Ceuta,Felicidad Lorenzo,16758.31
0742,Sucursal 0742,Jaén,Jorge Bosch,10532.05
0743,Sucursal 0743,Álava,Claudia Arribas,29931.95
0744,Sucursal 0744,Castellón,Regina Puerta,13381.859999999999
0745,Sucursal 0745,Teruel,Joel Mendez,11712.89
0746,Sucursal 0746,Navarra,Isa Corominas,23791.06
0748,Sucursal 0748,Valladolid,Apolinar Serna,24729.13
0749,Sucursal 0749,Salamanca,Arsenio Linares,13961.32
0750,Sucursal 0750,Lugo,Soledad Boix,24626.95
0752,Sucursal 0752,Granada,Guadalupe Velázquez,7099.25
0753,Sucursal 0753,Murcia,Teresa Oliver,16537.8
0754,Sucursal 0754,Jaén,Gervasio Reyes,57690.93
0756,Sucursal 0756,Girona,José Manuel Pou,24611.35
0757,Sucursal 0757,La Rioja,Hector Guerra,22895.93
0758,Sucursal 0758,Melilla,Saturnina Cobos,6727.48
0759,Sucursal 0759,Cuenca,Sofía Sáenz,6078.290000000001
0760,Sucursal 0760,Madrid,René Calatayud,20431.64
0761,Sucursal 0761,Huelva,Rubén Márquez,19632.97
0762,Sucursal 0762,Ávila,Mireia Arias,18364.53
0763,Sucursal 0763,Valencia,Ángel Echeverría,8902.2
0764,Sucursal 0764,Guadalajara,Leyre Bárcena,11107.59
0765,Sucursal 0765,Álava,Ibán Alegre,15799.9
0766,Sucursal 0766,Lleida,Octavia Manzano,10411.93
0767,Sucursal 0767,Guadalajara,Febe Rodríguez,16286.83
0768,Sucursal 0768,Almería,Brunilda Gisbert,19331.79
0769,Sucursal 0769,Albacete,Jacinta Calleja,5935.09
0770,Sucursal 0770,Guipúzcoa,Guadalupe Moll,29478.69
0771,Sucursal 0771,Burgos,Ángela Mas,7081.07
0772,Sucursal 0772,Palencia,Macarena Gual,8750.09
0773,Sucursal 0773,Las Palmas,Inmaculada Abellán,13025.59
0774,Sucursal 0774,Tarragona,Haydée Granados,11456.18
0775,Sucursal 0775,Jaén,Remedios Palma,7820.82
0776,Sucursal 0776,Jaén,Damián Pallarès,7244.9
0777,Sucursal 0777,Guipúzcoa,Ruy Cabanillas,10976.3
0778,Sucursal 0778,Álava,Mirta Casares,12294.240000000002
0779,Sucursal 0779,Jaén,Plácido Bou,7422.54
0780,Sucursal 0780,Segovia,Juliana Portero,11054.51
0781,Sucursal 0781,Lugo,Jafet Jerez,15463.86
0782,Sucursal 0782,Castellón,Candelario Blanco,6576.219999999999
0783,Sucursal 0783,Tarragona,Anita Mur,10521.050000000001
0784,Sucursal 0784,Burgos,Chus Lobato,22740.55
0785,Sucursal 0785,Soria,Sol Carmona,19837.91
0786,Sucursal 0786,Guipúzcoa,Alicia Izquierdo,11154.04
0787,Sucursal 0787,Las Palmas,Juan Francisco Somoza,3624.58
0788,Sucursal 0788,Toledo,Victorino Pardo,39614.03
0789,Sucursal 0789,Granada,Vinicio Alfaro,23257.510000000002
0790,Sucursal 0790,Teruel,Ligia Tamayo,14455.05
0791,Sucursal 0791,Valladolid,Isidro Rodrigo,21579.83
0792,Sucursal 0792,Madrid,Elpidio Montesinos,6011.1
0793,Sucursal 0793,Navarra,Custodio Solano,13980.41
0794,Sucursal 0794,Álava,Galo Sastre,8456.26
0795,Sucursal 0795,Lleida,Noa Aguiló,8014.83
0796,Sucursal 0796,Valladolid,Rolando Roldán,9344.03
0797,Sucursal 0797,Cantabria,Nacio Ugarte,5368.92
0798,Sucursal 0798,Ávila,Florinda Pons,6513.02
0799,Sucursal 0799,Vizcaya,Cecilio Porta,20106.93
0800,Sucursal 0800,Málaga,Jesusa Rivas,8417.869999999999
0801,Sucursal 0801,Almería,Rosa María Prado,18664.87
0802,Sucursal 0802,Ciudad,Catalina Lillo,11753.029999999999
0803,Sucursal 0803,Zamora,Emperatriz Tomas,28855.42
0804,Sucursal 0804,Almería,Francisca Verdú,28514.58
0805,Sucursal 0805,Lugo,Pablo Cuevas,5561.92
0806,Sucursal 0806,Almería,Kike Zamora,18732.37
0807,Sucursal 0807,Cádiz,Juan Pablo Zurita,3980.51
0808,Sucursal 0808,Navarra,Natalia Vendrell,21387.67
0809,Sucursal 0809,Valencia,Natanael Bejarano,20506.88
0810,Sucursal 0810,Huelva,Dalila Cortés,6227.49
0811,Sucursal 0811,Granada,José Antonio Hernández,14662.01
0812,Sucursal 0812,Ourense,Amor Coll,17876.79
0813,Sucursal 0813,Girona,Lilia Manso,3933.31
0814,Sucursal 0814,Lleida,Cosme Dalmau,2312.15
0816,Sucursal 0816,Toledo,Berto Jaume,16048.03
0818,Sucursal 0818,Girona,Eufemia Priego,31250.54
0819,Sucursal 0819,Santa Cruz de Tenerife,Lisandro Garzón,22146.43
0820,Sucursal 0820,Cáceres,Eva María Valderrama,16213.5
0821,Sucursal 0821,Cáceres,Inés Ortuño,12187.75
0822,Sucursal 0822,Badajoz,Leoncio Bravo,8588.88
0823,Sucursal 0823,Segovia,María Del Carmen Tolosa,10360.19
0824,Sucursal 0824,Valladolid,Corona Andres,10038.36
0825,Sucursal 0825,Asturias,Luciano Clemente,41403.34
0826,Sucursal 0826,Huelva,Raúl Feijoo,28770.62
0827,Sucursal 0827,Baleares,Manola Serrano,5985.25
0828,Sucursal 0828,Cádiz,Nilda Soto,6048.99
0829,Sucursal 0829,Asturias,Marisa Ibarra,11258.34
0830,Sucursal 0830,Cádiz,Esmeralda Arroyo,10919.779999999999
0831,Sucursal 0831,Salamanca,Javi Aranda,17333.690000000002
0832,Sucursal 0832,Vizcaya,Hernando Ayala,21636.29
0833,Sucursal 0833,Jaén,Alberto Cid,13937.939999999999
0834,Sucursal 0834,Jaén,Daniel Blazquez,25105.9
0835,Sucursal 0835,Vizcaya,Melania Casal,10977.6
0836,Sucursal 0836,Málaga,Evelia Maldonado,10460.44
0837,Sucursal 0837,Huesca,Yago Herrero,14612.17
0838,Sucursal 0838,Valencia,Jafet Mariscal,10006.05
0839,Sucursal 0839,Alicante,Guiomar Sosa,14810.330000000002
0840,Sucursal 0840,Guipúzcoa,Edelmira Plana,16445.89
0841,Sucursal 0841,Murcia,Valentina Carbó,3966.7
0842,Sucursal 0842,Murcia,Diego Busquets,6390.91
0843,Sucursal 0843,Cáceres,Georgina Barón,8521.67
0844,Sucursal 0844,Madrid,Dulce Rueda,31924.739999999998
0845,Sucursal 0845,León,Bernardino Viña,16125.36
0846,Sucursal 0846,Ourense,Diana Barros,30988.17
0847,Sucursal 0847,Valencia,Almudena Blanco,17164.97
0849,Sucursal 0849,Baleares,Francisca Folch,13195.599999999999
0850,Sucursal 0850,Segovia,Eva Pinedo,29857.079999999998
0851,Sucursal 0851,Sevilla,Jordana Tur,2023.99
0852,Sucursal 0852,Ávila,Julie Zurita,3941.7799999999997
0853,Sucursal 0853,Huesca,Emiliano Higueras,11965.27
0854,Sucursal 0854,Ciudad,Luisa Perera,14344.85
0855,Sucursal 0855,Teruel,Xavier Saura,3734.82
0856,Sucursal 0856,Burgos,Pepe Carlos,20487.11
0857,Sucursal 0857,Almería,María Teresa Benavent,8701.12
0858,Sucursal 0858,Guadalajara,Samu Benavent,9944.1
0859,Sucursal 0859,Cantabria,Emiliana Verdejo,9617.24
0860,Sucursal 0860,Ávila,Jose Manuel Bermúdez,13796.58
0861,Sucursal 0861,Huelva,Jimena Azcona,21787.72
0862,Sucursal 0862,Ciudad,Jonatan Iriarte,16568.31
0863,Sucursal 0863,León,Chuy Valbuena,29831.620000000003
0864,Sucursal 0864,Toledo,Victoriano Sierra,13487.52
0865,Sucursal 0865,Lugo,Mauricio Ocaña,9398.88
0866,Sucursal 0866,Melilla,Máxima Suarez,15052.720000000001
0867,Sucursal 0867,Salamanca,Gisela Amo,18942.79
0868,Sucursal 0868,Toledo,Fausto Salvador,5238.01
0869,Sucursal 0869,Alicante,Plácido Mulet,10112.79
0870,Sucursal 0870,La Coruña,Edmundo Millán,4922.0
0871,Sucursal 0871,Málaga,Paulino Corominas,17377.66
0872,Sucursal 0872,Toledo,Godofredo Poza,17485.75
0873,Sucursal 0873,La Rioja,Carmela Rivera,2320.93
0874,Sucursal 0874,Navarra,Rosalía Álvarez,21200.9
0875,Sucursal 0875,Badajoz,Débora Calatayud,2159.43
0876,Sucursal 0876,Melilla,Olimpia Carballo,30398.51
0877,Sucursal 0877,Guadalajara,Cayetano Hierro,11569.17
0878,Sucursal 0878,Madrid,Carlos Ayllón,18786.92
0880,Sucursal 0880,Álava,Nieves Querol,13246.74
0881,Sucursal 0881,La Coruña,Nicolasa Iñiguez,15126.810000000001
0882,Sucursal 0882,Salamanca,Joan Cuesta,26637.5
0883,Sucursal 0883,Tarragona,Angélica Pera,21585.18
0884,Sucursal 0884,Guadalajara,Román Villa,5733.42
0885,Sucursal 0885,Castellón,Eugenio Salgado,21798.699999999997
0886,Sucursal 0886,Lugo,Carlito Iniesta,14063.84
0887,Sucursal 0887,Baleares,Constanza Borrell,11313.34
0888,Sucursal 0888,Huesca,Edmundo Cordero,23823.739999999998
0889,Sucursal 0889,Sevilla,Fabiana Roda,1444.5
